monastery,location,wikidata_entry
Benediktinerabtei Kloster Schäftlarn 13 in Schäftlarn (D-1-84-142-17#4),Point(11.466651287 47.977031852),http://www.wikidata.org/entity/Q98746175
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#4),Point(11.452972384 48.502033304),http://www.wikidata.org/entity/Q98747143
Benediktinerabtei Nähe Kloster Schäftlarn in Schäftlarn (D-1-84-142-17#5),Point(11.467555958 47.977864486),http://www.wikidata.org/entity/Q98746181
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#2),Point(11.453290392 48.502119925),http://www.wikidata.org/entity/Q98747138
Benediktinerabtei Kloster Schäftlarn 13; Kloster Schäftlarn 14; Kloster Schäftlarn 16 in Schäftlarn (D-1-84-142-17#3),Point(11.466241416 47.977908279),http://www.wikidata.org/entity/Q98746173
Benediktinerabtei Nähe Schyrenplatz; Schyrenplatz 1 in Scheyern (D-1-86-151-11#11),Point(11.453980471 48.502496922),http://www.wikidata.org/entity/Q98747163
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#3),Point(11.453686068 48.502013103),http://www.wikidata.org/entity/Q98747140
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#6),Point(11.453684884 48.501425652),http://www.wikidata.org/entity/Q98747149
Benediktinerabtei Nähe Schyrenplatz; Pfarrgereut; Schyrenplatz 1 in Scheyern (D-1-86-151-11#1),Point(11.453656825 48.5022132),http://www.wikidata.org/entity/Q98747133
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#7),Point(11.453683225 48.501084795),http://www.wikidata.org/entity/Q98747152
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#10),Point(11.454076005 48.502048207),http://www.wikidata.org/entity/Q98747160
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#9),Point(11.452224714 48.50114255),http://www.wikidata.org/entity/Q98747157
Benediktinerabtei Kloster Schäftlarn 3 in Schäftlarn (D-1-84-142-17#2),Point(11.467437866 47.977186241),http://www.wikidata.org/entity/Q98746179
Benediktinerinnenkloster Lüne,Point(10.4222 53.2603),http://www.wikidata.org/entity/Q883054
Benediktinerinnenkloster Kitzingen,Point(10.16157568 49.73996291),http://www.wikidata.org/entity/Q26261622
